Name,Ticker,"Sub-Sector","Market Cap","1M Average Volume","1M Return","1Y Return vs Nifty","Daily Volume","Close Price","1M Return vs Nifty","1W Change in Volume","3M Average Volume","1W Return","6M Return vs Nifty","1D Return","% Away From 52W High","6M Return","1Y Return","1W Return vs Nifty","1D Change in Volume","% Away From 52W Low","5Y CAGR","Face value"
Maitreya Medicare Ltd,MAITREYA,"Hospitals & Diagnostic Centres","118.2412","4568.421052631579","14.015027768703032","-35.15224868454124","400","174.5","16.912028981515746","-85.71428571428571","5665.306122448979","-10.051546391752577","-23.48315890864548","0","71.23209169054444","-33.15456809040414","-39.30434782608695","-11.10397115448718","0","14.276358873608386",,"10"
BCPL Railway Infrastructure Ltd,BCPL,"Construction & Engineering","117.968542452","79619.95454545454","4.148826221762885","-24.746197401141508","34478","70.54","7.0458274345756","28.83192586503251","45742.85964912281","-11.968051915637076","2.1586256495703964","-2.649737786364874","52.821094414516566","-7.512783532188266","-28.898296542687216","-13.02047667837168","22.132483173928446","27.32851985559568","5.86441778959903","10"
JSL Industries Ltd,JSLINDL,"Electrical Components & Equipments","117.92090994000002","64.78947368421052","-4.328571428571433","-28.929205191798733","9","1004.55","-1.4315702157587187","-96.2655601659751","66.82692307692308","5.276671557325498","-1.2924729365661811","0","62.764421880443976","-10.963882118324843","-33.08130433334444","4.224246794590896","0","14.805714285714288","47.58907167861022","10"
Saptarishi Agro Industries Ltd,SPTRSHI,"Agro Products","117.920397572","802.2857142857143","-4.884742041712407","22.043255604130735","663","34.66","-1.987740828899693","-89.04675367586321","1407.6785714285713","-6.627155172413796","12.428598627356052","-4.9890350877193","49.71148297749568","2.7571894455973904","17.891156462585027","-7.679579935148398","-68.09432146294515","28.370370370370356","25.46157586224098","10"
Canarys Automations Ltd,CANARYS,"IT Services & Consulting","117.783510465","80761.90476190476","-8.027522935779816","-34.155593166146595","92000","20.05","-5.130521722967101","76.92307692307692","117403.50877192983","1.0075566750629685","-27.574287218867312","6.648936170212766","84.03990024937656","-37.245696400625974","-38.30769230769231","-0.04486808767163364","475","37.328767123287676",,"2"
Hindcon Chemicals Ltd,HINDCON,"Commodity Chemicals","117.7384375","22300.454545454544","-2.9126213592233063","-33.70253474118868","4935","23","-0.015620146410592284","-60.84265651035468","39116.879310344826","-4.88006617038875","-13.992712955645914","-0.303424360641527","74.95652173913044","-23.664122137404576","-37.85463388273439","-5.9324909331233515","-34.375","46.871008939974445","28.715061783553587","2"
Mukta Arts Ltd,MUKTAARTS,"Movies & TV Serials","117.44304","12826.454545454546","8.333333333333334","-33.08386947643859","638","52","11.230334546146048","-85.24514338575393","14990.241379310344","-8.81991934069788","-9.97006817877293","-0.07686395080706984","77.11538461538461","-19.641477360531592","-37.235968617984305","-9.872344103432482","-89.40375352931407","40.502566873817905","8.457607741980699","5"
Bihar Sponge Iron Ltd,BIHSPONG,"Iron & Steel","117.176818497","32648","-16.988416988416983","11.685211724327168","13797","12.99","-14.091415775604268","23.629032258064516","51781.6724137931","-12.660798916723081","15.195373438460528","-1.0662604722010705","51.270207852193984","5.523964256701866","7.533112582781458","-13.713223679457684","-69.95099640640314","41.96721311475409","19.146798483485284","10"
Hindustan Tin Works Ltd,HINDTIN,"Packaging","116.99643375","8000.681818181818","-1.9284225156358572","-21.467735569198094","6859","112.5","0.9685786971768569","39.043178593148184","11020.931034482759","4.007369875633357","6.612382899983567","2.9277218664226927","59.06666666666667","-3.0590262817750946","-25.619834710743802","2.9549451128987547","261.5709014233","29.236071223434813","6.118047094720724","10"
Caprihans India Ltd,CAPRIHANS,"Commodity Chemicals","116.61757948800002","2855.681818181818","-10.48426150121065","-41.202114132130646","1205","73.28","-7.587260288397935","13.465160075329567","6267.206896551724","-12.909305064782107","-14.508621858075795","0.6316945893985279","128.84825327510913","-24.180031039834457","-45.35421327367636","-13.96172982751671","-62.73964131106988","45.68588469184891","-8.49098695843259","10"
Hindustan Hardy Ltd,HINDHARD,"Auto Parts","116.36213475","987.5","-4.7172081829121595","3.8824015880877982","347","776.55","-1.8202069700994454","98.28571428571429","722.1896551724138","0.3548795944233149","-1.1826833449317373","-0.03861749372466605","73.84585667374928","-10.8540925266904","-0.26969755345791085","-0.6975451683112872","-52.91723202170964","16.774436090225553","36.08279492496433","10"
Ravelcare Ltd,RAVEL,"FMCG - Personal Products","116.26005","8950","-5.833333333333333","-7.0812080069224725","1000","169.5","-2.936332120520619","0","14309.09090909091","-10.127253446447506","-1.5618979667095196","0","26.843657817109133","-11.233307148468182","-11.233307148468182","-11.179678209182109","0","44.87179487179487",,"10"
Maruti Infrastructure Ltd,MAINFRA,"Construction & Engineering","115.96875","30321.409090909092","-0.8799999999999955","-17.556761617947974","21857","12.37","2.0170012128127186","-6.828935589752334","52633.724137931036","-4.692307692307688","8.002092806559927","2.9975020815986633","36.54001616814877","-1.669316375198735","-21.70886075949368","-5.74473245504229","165.7386018237082","88.28006088280058","26.228226078146122","2"
Bodhi Tree Multimedia Ltd,BTML,"Movies & TV Serials","115.923181726","209084.04545454544","-1.9969278033794147","-16.09790085845429","114870","6.38","0.9000734094332994","-86.89155031638528","488228.5344827586","1.269841269841271","-19.675213188119518","-0.931677018633548","64.57680250783699","-29.34662236987818","-20.25","0.21741650710666893","51.94645431817881","26.086956521739136","42.3897856203856","1"
GTL Ltd,GTL,"Telecom Infrastructure","115.61313403499999","225805.31818181818","-2.3904382470119603","-10.679882318477478","241375","7.35","0.5065629658007538","-11.852244093050432","318484.1379310345","1.8005540166204972","-3.5517313141091176","-0.6756756756756852","76.87074829931974","-13.22314049586778","-14.831981460023187","0.748129253885895","-8.517403959855674","49.69450101832993","0.8369368246506692","10"
Assam Entrade Ltd,ASSAMENT,"Specialized Finance","115.1832","11.5","14.285714285714286","40.6475777288175","2","800","17.182715498527","100","10.875","1.5228426395939085","9.671409181758662","0","20.999999999999996","0","36.49547858727179","0.47041787685930636","0","64.93145036594166","20.772546458757436","10"
Gravity (India) Ltd,GRAVITY,"Textiles","115.1529444","271509","24.556962025316455","194.92056692918985","8791","14.76","27.45396323812917","-83.73151729370616","154043.00465155672","-22.478991596638654","115.17157782676847","-4.958145524790725","35.77235772357723","105.50016864500981","190.76846778764414","-23.531416359373257","-39.103629814353006","228.39732832486868","45.82339831275961","10"
Ashnisha Industries Ltd,ASHNI,"Iron & Steel","115.06425","3722377.272727273","16.666666666666657","34.48242947187603","6169738","4.34","19.56366787947937","-37.43713787797635","1672007.948275862","9.319899244332484","55.30899307437611","4.83091787439614","23.50230414746546","45.63758389261745","30.33033033033032","8.267474481597882","372.2120130633013","68.8715953307393","53.456013086377105","1"
WOL 3D India Ltd,WOL3D,"Electronic Equipments","114.87786","7055.555555555556","6.936936936936943","39.03846277790935","15000","178.05","9.833938149749658","650","10607.843137254902","14.13461538461539","-4.126702655568861","3.517441860465123","17.916315641673663","-13.798111837327523","34.88636363636364","13.082190621880788","-31.818181818181817","66.9479606188467",,"10"
Rama Telecom Ltd,RTL,"Communication & Networking","114.8343363","17555.555555555555","-1.1363636363636365","31.34508159768605","6000","87","1.7606375764490776","50","33166.666666666664","5.646630236794178","56.012872596392796","0","15.97701149425288","46.341463414634134","27.192982456140342","4.594205474059576","0","61.111111111111114",,"10"
DCG Cables & Wires Ltd,DCG,"Electrical Components & Equipments","114.705472","20563.636363636364","1.444622792937409","-14.352091703070663","10800","63.2","4.341624005750123","80","13950","-4.675716440422314","-6.005708896960483","-2.7692307692307647","27.215189873417735","-15.677118078719145","-18.50419084461637","-5.728141203156916","800","34.46808510638299",,"10"
Noida Toll Bridge Company Ltd,NOIDATOLL,"Roads","114.50992622999999","529197.3636363636","64.87935656836461","32.8131870076545","2361373","6.15","67.77635778117732","900.5436233363982","299406.224137931","64.87935656836461","50.72645505331829","19.883040935672522","0","41.05504587155963","28.661087866108787","63.82693180563001","2.2034986942005537","114.28571428571428","0.32841429745344985","10"
Anand Rayons Ltd,ARL,"Textiles","114.177055832","20571.227272727272","-17.196464568150095","-75.43331352640055","13508","53.18","-14.29946335533738","172.5035303611055","56325.120689655174","-7.146583202921231","-77.62585583675323","-2.973909870461599","783.7908988341483","-87.2972650185119","-79.58541266794626","-8.199007965655833","89.71910112359551","1.9359785317232037","10.248586348241574","10"
Striders Impex Ltd,STRIDERS,"Business Support Services","114.1214744","19200","-7.819548872180454","1.1457700276216496","49600","61.3","-4.922547659367741","675",,"-6.41221374045802","6.6650800678346025","-10.510948905109492","33.768352365416","-3.0063291139240595","-3.0063291139240595","-7.464638503192622","3000","13.099630996309951",,"10"
Basant Agro Tech (India) Ltd,BASANTGL,"Commodity Chemicals","113.9187675","70969.95454545454","6.881903143585392","-5.804920915760884","16245","12.57","9.778904356398106","-87.24712088740256","60798.25862068965","-8.840579710144931","6.962430853585291","-0.39619651347067303","42.243436754176614","-2.7089783281733717","-9.957020057306593","-9.893004472879534","-18.383239549839228","36.6304347826087","4.043588435014667","1"
Novelix Pharmaceuticals Ltd,NOVELIX,"Pharmaceuticals","113.859","3705.2272727272725","-2.8776978417266212","97.42339477504606","4960","54","0.019303371086092813","8.08455001089562","5359.8448275862065","3.349282296650718","-0.7912006673542571","0","29.92592592592591","-10.46260984911292","93.27129563350036","2.296857533916116","591.7712691771269","93.27129563350034","41.4389673955299","10"
Glittek Granites Ltd,GLITTEKG,"Building Products - Granite","113.7281314","36380.318181818184","-10.458308096103371","660.8014946510449","5735","43.81","-7.561306883290657","-93.83014889405284","56186.620689655174","-5.235042735042726","256.8187942847698","-1.2621140410186955","83.06322757361333","247.14738510301115","656.6493955094992","-6.287467497777328","-77.1931917601209","700.9140767824498","89.13806240497834","5"
OBCL Ltd,OBCL,"Logistics","113.61515530999999","5725.681818181818","-5.156634987680394","2.0805018309878305","3796","53.89","-2.25963377486768","-45.918221968941445","12939.706896551725","-2.479189287006872","10.79732398753836","-0.5902969931746915","20.319168676934506","1.1259148057796986","-2.0715973105578787","-3.5316140497414743","868.3673469387755","5.666666666666664",,"10"
Mehai Technology Ltd,MEHAI,"Electrical Components & Equipments","113.57711","1578509.0454545454","-16.666666666666668","-85.26057473789788","270838","1.37","-13.769665453853953","2.109386487108048","1985239.2068965517","-2.0979020979020997","-36.17839318978283","-1.4388489208632949","862.7737226277371","-45.84980237154149","-89.41267387944359","-3.150326860636702","-67.61771306480212","21.238938053097357","-17.199000213533278","1"
Rishi Laser Ltd,RISHILASE,"Industrial Machinery & Supplies & Components","113.52861","7701.090909090909","7.581164592218638","-10.70484673918508","2445","123.5","10.478165805031352","-50.46596434359805","6565.586206896552","-2.6771653543307132","9.550099032142807","0.6519967400162976","28.380566801619445","-0.12131014961585579","-14.856945880730787","-3.7295901170653156","-43.42896807033781","37.22222222222222","52.445686266770885","10"
Value 360 Communications Ltd,VALUE360,"Advertising","113.51500644000001",,"-5.933333333333337","-10.124936095392322","46800","70.55","-3.036332120520623","-87.88819875776397",,"-5.302013422818796","-4.6056260551793695","-2.4204702627939145","22.466335931963165","-14.277035236938032","-14.277035236938032","-6.354438185553398","-31.57894736842105","4.75129918337045",,"10"
Sanmit Infra Ltd,SANINFRA,"Real Estate","113.449385","32771.025","-9.878048780487816","-22.88042118365755","207357","71.8","-6.981047567675102","0","13546.597727272725","0.5442176870748183","-12.454404267265204","0","67.13091922005572","-22.125813449023866","-27.032520325203258","-0.5082070756597838","0","48.04123711340205","-4.030955283807735","10"
Escorp Asset Management Ltd,ESCORP,"Asset Management","113.3898402","823.5","-13.135593220338983","20.670262266974074","4791","102","-10.238592007526268","1261.0795454545455","5329.709090909091","-4.428904428904429","-28.864294343399514","-6.379072969251952","108.77450980392153","-38.535703525158176","16.518163125428366","-5.4813291916390305","11877.5","18.466898954703836","59.9260133370743","10"
Dachepalli Publishers Ltd,DACHEPALLI,"Education Services","113.158656","34200","10.306569343065696","-0.38359258302788923","19200","75.56","13.20357055587841","45.45454545454545","35796.22641509434","-6.980179736550538","5.135717457185064","-4.46326969275509","28.070407623080996","-4.535691724573598","-4.535691724573598","-8.03260449928514","45.45454545454545","57.08939708939709",,"10"
Matrix Geo Solutions Ltd,MGSL,"Specialized Finance","112.86337968","12571.42857142857","-0.769230769230762","-17.78436076768273","49200","77.4","2.127770443581952","1950","18023.529411764706","-7.8571428571428505","-11.948843982798294","-4.2079207920791974","55.038759689922465","-21.620253164556956","-21.93645990922844","-8.909567619877453","51.851851851851855","24.73811442385174",,"10"
Regency Ceramics Ltd,REGENCERAM,"Building Products - Ceramics","112.64115636","2645.5","-3.532608695652163","14.42908593937123","194","42.6","-0.6356074828394491","-89.92731048805815","3965.5344827586205","1.889500119588613","-0.3602698045137771","0.4006599104407299","35.42253521126759","-10.03167898627244","10.27698679782552","0.8370753568540108","-92.34411996842935","20.645709430756163","102.53492207722049","10"
GVP Infotech Ltd,GVPTECH,"IT Services & Consulting","112.53735877999999","52987.63636363636","-14.210526315789474","-30.25433949024504","25971","6.52","-11.31352510297676","-26.53390285989081","112508.5","-2.8315946348733294","-18.443254544812458","-0.15313935681471172","84.04907975460122","-28.11466372657112","-34.40643863179075","-3.884019397607932","-52.90159950672808","24.90421455938696","55.81090475014672","2"
Rajshree Sugars & Chemicals Ltd,RAJSREESUG,"Sugar","112.49538237","58397.22727272727","-2.999999999999992","-27.455475395118267","33943","33.95","-0.10299878718727795","44.61676110945422","90713.29310344828","2.166716822148679","-0.10802212305132919","2.9411764705882537","56.05301914580263","-9.779431304809991","-31.607574536663975","1.1142920594140768","19.643990130419457","37.72819472616635","8.818303945655348","10"
Thacker and Company Ltd,THACKER,"Real Estate","112.410320055","56","6.589147286821706","-14.667089050336209","6","1100","9.48614849963442","-95","363.8727272727273","0","-17.04411380291822","-0.8115419296663661","89.45454545454545","-26.71552298467688","-18.819188191881917","-1.0524247627346022","50","57.14285714285714","41.342124464987506","1"
RICHA INFO SYSTEMS LIMITED,RICHA,"Academic & Educational Services","112.110299805","32550","38.22033898305084","6.025927998510106","26000","81.55","41.11734019586355","-75","16795.918367346938","9.979770734996615","5.107336624707749","0.49291435613061174","13.549969343960754","-4.564072557050913","1.8738288569643973","8.927345972262012","-7.142857142857143","63.1",,"10"
TBI Corn Ltd,TBI,"Agro Products","112.03735885","30436.363636363636","-22.438717787554992","-34.90962925351601","49200","61.7","-19.541716574742278","43.85964912280702","32731.03448275862","-5.076923076923072","-22.000794583468355","-2.68138801261829","123.3387358184765","-31.672203765227017","-39.06172839506172","-6.129347839657674","5.128205128205129","12.181818181818183",,"10"
Titan Securities Ltd,TITANSEC,"Specialized Finance","111.7473654","12440.954545454546","-12.272103509115855","33.855931894158964","19871","44.67","-9.37510229630314","52.081738864227766","23357.58620689655","4.239459585371535","20.901488863033578","0.24685816876121955","30.624580255204826","11.230079681274914","29.703832752613256","3.1870348226369334","43.27637176436657","54.034482758620705","32.59217384243858","10"
Samkrg Pistons and Rings Ltd,SAMKRG,"Auto Parts","111.659085","1490.090909090909","-9.163665466186476","-17.515141643848715","1100","113.7","-6.2666642533737615","-34.0131973605279","2746.862068965517","0.6651884700665188","-10.595070481635442","-0.9150326797385596","31.706244503078263","-20.266479663394104","-21.667240785394423","-0.38723629266808335","1179.0697674418604","13.7568784392196","-6.726140571224814","10"
Indsil Hydro Power and Manganese Ltd,INDSILHYD,"Metals - Iron","111.414608098","14723.59090909091","-4.071428571428574","-9.983690106687305","19452","40.09","-1.1744273586158598","175.25116739776425","13996.034482758621","2.388818297331633","-5.41014133719918","3.458064516129041","68.37116487902219","-15.081550518957842","-14.135789248233015","1.336393534597031","189.29208804283164","35.898305084745786","24.02723771685762","10"
Sharvaya Metals Ltd,SHARVAYA,"Metals - Aluminium","111.333","15714.285714285714","15.625","-42.49534137756028","1200","111","18.522001212812714","-33.333333333333336","19631.57894736842","-0.8928571428571429","-28.83274594289508","0.2710027100270977","97.2972972972973","-38.50415512465374","-46.64744051910599","-1.9452819055917452","-97.05882352941177","29.06976744186047",,"10"
Aditya Birla Sun Life Nifty Bank ETF,ABSLBANETF,"Equity","111.25312222999999","280417.4090909091","-5.043327556325829","2.430126047375304","78317","54.79","-2.1463263435131146","-48.434948643666054","332349.1206896552","-0.2911737943585144","0.18850814095244672","0.21949881104810215","18.52527833546267","-9.482901040806215","-1.7219730941704052","-1.3435985570931166","-69.29118420897852","7.494604669413385","10.591613531756527","0"
Modern Dairies Ltd,MODAIRY,"FMCG - Foods","111.12165651","20561.363636363636","1.3333333333333333","-23.74758737883046","7002","39.1","4.2303345461460475","-86.25981161695448","19394.862068965518","0.3963011889035629","2.0190709673042404","-0.1532175689478937","50.89514066496164","-7.652338214454422","-27.899686520376168","-0.6561235738310393","-37.72678762006404","30.333333333333346","34.20851906978033","10"
Narmadesh Brass Industries Ltd,NARMADESH,"Metals - Diversified","111.117168","5258.181818181818","59.55031166518256","-19.64375412799177","4320","358.35","62.44731287799527","5.882352941176471","4975.714285714285","28.02786709539123","-14.124444087778816","4.995605039554647","38.13311008790288","-23.795853269537478","-23.795853269537478","26.975442332656627","200","138.90000000000003",,"10"
Purple Wave Infocom Ltd,PURPLEWAVE,"Electronic Equipments","110.952","116227.27272727272","-7.656791073489796","-3.893877869948544","57000","120","-4.759789860677081","280","68277.77777777778","4.3478260869565215","1.6254321702644088","0","22.500000000000007","-8.045977011494253","-8.045977011494253","3.2954013242219196","96.55172413793103","17.1875",,"10"
K&R Rail Engineering Ltd,KRRAIL,"Construction & Engineering","110.832509612","47218.59090909091","-20.182094081942342","-60.96632191108585","53386","26.51","-17.285092869129628","41.50233248515691","77422.81034482758","-14.332247557003255","-17.91668150384636","-2.0325203252032416","231.57299132402866","-27.58809068560502","-65.11842105263156","-15.384672319737858","4.666117711641768","33.082329317269064","13.458783564763177","10"
Globe Enterprises (India) Ltd,GLOBE,"Apparel & Accessories","110.803021848","350728.63636363635","-2.766798418972326","5.386667042780269","396913","2.46","0.13020279384038824","175.80640678201655","569340.8620689656","0.40816326530611374","-5.207483551805357","0.8196721311475418","33.739837398373986","-14.878892733564019","1.2345679012345598","-0.6442614974284884","-2.080927992737105","32.258064516129025","1.9825926965562513","2"
Thakkers Developers Ltd,THAKDEV,"Real Estate","110.7","103.94736842105263","26.064735945485513","-14.618482636719929","5","148","28.961737158298227","-50","923.574074074074","4.482880338863391","9.671409181758662","0","44.594594594594604","0","-18.770581778265637","3.4304555761287894","0","78.055822906641","17.351329455297517","10"
HDFC Nifty Banking ETF,HDFCNIFBAN,"Equity","110.68248543","359125.54545454547","-4.958534899792682","2.384241998688563","227365","55.01","-2.0615336869799683","-9.979768065217305","472925.3103448276","-0.3442028985507334","0.14838286596918948","0.16387472687544846","19.141974186511558","-9.523026315789473","-1.7678571428571463","-1.3966276612853354","-49.9544369997975","7.441406249999982","10.593600963902672","0"
Garnet Construction Ltd,GARNET,"Real Estate","110.6337076","7140.045454545455","-14.831099195710454","192.69452118650582","4811","79.58","-11.93409798289774","-63.87053169119856","10477.068965517241","-7.002341920374712","24.821170431939535","0.9514144361283775","45.76526765518976","15.149761250180871","188.54242204496012","-8.054766683109314","-25.560885037908093","218.32","32.41324677933717","10"
Calcom Vision Ltd,CALCOM,"Electrical Components & Equipments","110.470271751","4281.590909090909","-13.197802197802202","-21.35011721231641","6530","78.99","-10.300800984989488","81.94483142936751","6765.051724137931","-0.7663316582914567","-28.239296682099223","-1.2254595473302539","86.7324977845297","-37.910705863857885","-25.502216353862117","-1.818756421026059","-25.81231538286753","17.877928667363065","21.772723566928633","10"
Garnet International Ltd,GARNETINT,"Textiles","110.407605","3212.9523809523807","3.6363636363636362","-48.989567525120954","892","56.23","6.53336484917635","107.92540792540792","8622.631578947368","-0.8695652173913043","-16.535939899606177","1.9767863619876611","140.08536368486574","-26.20734908136484","-53.141666666666666","-1.9219899801259066","-51.4689880304679","33.880952380952365","13.616740761402113","10"
Zenith Exports Ltd,ZENITHEXPO,"Textiles","110.40187875","371.8095238095238","-6.069510123502135","-16.54945124605119","181","204.59","-3.172508910689421","-68.41186736474694","515.8035714285714","-0.2972709551656848","-1.4768579944768927","0.4961194616366985","71.88034605796958","-11.148267176235555","-20.7015503875969","-1.3496957179002869","254.90196078431373","17.580459770114953","16.181374137112424","10"
Surya Lakshmi Cotton Mills Ltd,SURYALAXMI,"Textiles","110.36824700999999","5218.090909090909","-0.6937394247038979","-10.71590201888365","229","58.69","2.203261788108816","-94.37484647506756","8093.879310344828","1.7157712305025907","8.194155530591964","-2.9596560846560833","40.39870506048733","-1.477253651166699","-14.86800116042936","0.6633464677679886","-96.58870847609117","36.488372093023244","4.4981592793095215","10"
